resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,run_name,spec_hash,simulation_hash,tile_class,tile_out_width,tile_out_height,tile_count,stage,stage_op,stage_m,stage_n,stage_k,stage_macs_per_tile,stage_input_pixels_with_halo,stage_output_pixels,cycles_per_tile,compute_cycles_per_tile,stall_cycles_per_tile,scaled_cycles,scaled_stall_cycles,scaled_macs,scaled_sram_accesses,scaled_dram_accesses,overall_util_pct,mapping_efficiency_pct,compute_util_pct,analytical_lower_bound_ms,energy_mac_pj,energy_sram_pj,energy_dram_pj,energy_total_pj,energy_total_mj
720p,1280,720,128,128,5,16,1024,800.0,ws,run_1bf0a4782de5,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,16765.0,16429.0,0.0,838250.0,0.0,14745600,9012100.0,13518400.0,7.011990991539351,7.03125,7.00516874429918,0.1548,2949120.0,45060500.0,1351840000.0,1399849620.0,1.39984962
1080p,1920,1080,128,128,5,16,1024,800.0,ws,run_1bf0a4782de5,d2708d29bb7e,fffaaa8bdad2,full,128,128,120,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,33195.0,32859.0,0.0,3983400.0,0.0,49152000,53087160.0,60860160.0,4.8692899966523635,4.8828125,4.86470051687443,0.3483,9830400.0,265435800.0,6086016000.0,6361282200.0,6.3612822
1080p,1920,1080,128,128,5,16,1024,800.0,ws,run_1bf0a4782de5,d2708d29bb7e,fffaaa8bdad2,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,16765.0,16429.0,0.0,2011800.0,0.0,35389440,21629040.0,32444160.0,7.011990991539351,7.03125,7.00516874429918,0.3483,7077888.0,108145200.0,3244416000.0,3359639088.0,3.359639088
hires,2048,2048,128,128,5,16,1024,800.0,ws,run_1bf0a4782de5,bd0f848be78e,fffaaa8bdad2,full,128,128,256,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,33195.0,32859.0,0.0,8497920.0,0.0,104857600,113252608.0,129835008.0,4.8692899966523635,4.8828125,4.86470051687443,0.704512,20971520.0,566263040.0,12983500800.0,13570735360.0,13.57073536
hires,2048,2048,128,128,5,16,1024,800.0,ws,run_1bf0a4782de5,bd0f848be78e,fffaaa8bdad2,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,16765.0,16429.0,0.0,4291840.0,0.0,75497472,46141952.0,69214208.0,7.011990991539351,7.03125,7.00516874429918,0.704512,15099494.4,230709760.0,6921420800.0,7167230054.4,7.1672300544
720p,1280,720,128,128,5,128,1024,50.0,ws,run_1c286a000d33,,,bottom_edge,128,80,10,gaussian_k5,gaussian,10240,1,25,256000,11088,10240,15546.0,10621.0,0.0,155460.0,0.0,2560000,2662650.0,4855400.0,0.147114207701723,0.152587890625,0.1453623592892362,0.018432,512000.0,13313250.0,485540000.0,499365250.0,0.49936525
720p,1280,720,128,128,5,128,1024,50.0,ws,run_1c286a000d33,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,15751.0,10621.0,0.0,157510.0,0.0,1843200,1126580.0,2577300.0,0.1059222295452405,0.10986328125,0.10466089868825,0.018432,368640.0,5632900.0,257730000.0,263731540.0,0.26373154
1080p,1920,1080,128,128,3,16,1024,50.0,os,run_1c3627d35258,f8db869ca6cd,1c3627d35258,bottom_edge,128,56,15,gaussian_k3,gaussian,7168,1,9,64512,7540,7168,18905.0,17471.0,0.0,283575.0,0.0,967680,1350720.0,1078020.0,1.4423902466945224,6.25,1.442307692307686,0.2187,193536.0,6753600.0,107802000.0,114749136.0,0.114749136
1080p,1920,1080,128,128,3,16,1024,50.0,os,run_1c3627d35258,f8db869ca6cd,1c3627d35258,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,19048.0,17471.0,0.0,285720.0,0.0,1935360,1518720.0,1185540.0,2.884780493389045,12.5,2.884615384615372,0.2187,387072.0,7593600.0,118554000.0,126534672.0,0.126534672
1080p,1920,1080,128,128,7,32,4096,800.0,ws,run_1c8f5b23bfdf,ce605402412a,1c8f5b23bfdf,bottom_edge,128,56,15,gaussian_k7,gaussian,7168,1,49,351232,8308,7168,15114.0,14523.0,0.0,226710.0,0.0,5268480,5484255.0,7127040.0,2.361770983956483,2.392578125,2.351569998628822,0.13567500000000002,1053696.0,27421275.0,712704000.0,741178971.0,0.741178971
1080p,1920,1080,128,128,7,32,4096,800.0,ws,run_1c8f5b23bfdf,ce605402412a,1c8f5b23bfdf,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,7565.0,7261.0,0.0,113475.0,0.0,1935360,1182990.0,3671040.0,1.735298168296378,1.7578125,1.727684080625257,0.13567500000000002,387072.0,5914950.0,367104000.0,373406022.0,0.373406022
720p,1280,720,128,128,7,16,4096,200.0,ws,run_1d0c1d34242e,,,bottom_edge,128,80,10,gaussian_k7,gaussian,10240,1,49,501760,11524,10240,44624.0,41143.0,0.0,446240.0,0.0,5017600,5427690.0,6971600.0,4.763872347665459,4.78515625,4.75681972624017,0.2412,1003520.0,27138450.0,697160000.0,725301970.0,0.72530197
720p,1280,720,128,128,7,16,4096,200.0,ws,run_1d0c1d34242e,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,11207.0,10285.0,0.0,112070.0,0.0,1843200,1126580.0,1846800.0,7.0004861448711715,7.03125,6.989612658965148,0.2412,368640.0,5632900.0,184680000.0,190681540.0,0.19068154
1080p,1920,1080,128,128,5,64,1024,50.0,ws,run_1d0f0fd97782,f6eb70b9ed44,1d0f0fd97782,bottom_edge,128,56,15,gaussian_k5,gaussian,7168,1,25,179200,7920,7168,12221.0,7357.0,0.0,183315.0,0.0,2688000,2795895.0,3672270.0,0.5946717411988582,0.6103515625,0.5895431882495621,0.041472,537600.0,13979475.0,367227000.0,381744075.0,0.381744075
1080p,1920,1080,128,128,5,64,1024,50.0,ws,run_1d0f0fd97782,f6eb70b9ed44,1d0f0fd97782,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,12364.0,7357.0,0.0,185460.0,0.0,1935360,1182990.0,3764790.0,0.4281636536631779,0.439453125,0.4244710955396847,0.041472,387072.0,5914950.0,376479000.0,382781022.0,0.382781022
720p,1280,720,128,128,11,64,1024,50.0,ws,run_1d1b86e23636,,,bottom_edge,128,80,10,gaussian_k11,gaussian,10240,1,121,1239040,12420,10240,30379.0,25249.0,4390.0,303790.0,43900.0,12390400,12596410.0,14445300.0,1.1980672501881262,1.47705078125,1.4414371485752406,0.031275000000000004,2478080.0,62982050.0,1444530000.0,1509990130.0,1.50999013
720p,1280,720,128,128,11,64,1024,50.0,ws,run_1d1b86e23636,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,15559.0,10429.0,0.0,155590.0,0.0,1843200,1126580.0,2571300.0,0.4314891168856074,0.439453125,0.4288573334604022,0.031275000000000004,368640.0,5632900.0,257130000.0,263131540.0,0.26313154
720p,1280,720,128,128,3,8,4096,50.0,os,run_1d8d918820d0,,,full,128,128,50,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,50380.0,47103.0,0.0,2519000.0,0.0,7372800,10752000.0,8199200.0,4.891408190561111,12.5,4.891304347826172,0.38880000000000003,1474560.0,53760000.0,819920000.0,875154560.0,0.87515456
720p,1280,720,128,128,3,8,4096,50.0,os,run_1d8d918820d0,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,50708.0,47103.0,0.0,2535400.0,0.0,14745600,12492800.0,9018400.0,9.782816381122222,25.0,9.782608695652344,0.38880000000000003,2949120.0,62464000.0,901840000.0,967253120.0,0.96725312
1080p,1920,1080,128,128,3,8,4096,50.0,os,run_1d8d918820d0,17a391168f9a,248720ddbbab,full,128,128,120,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,50380.0,47103.0,0.0,6045600.0,0.0,17694720,25804800.0,19678080.0,4.891408190561111,12.5,4.891304347826172,0.8748,3538944.0,129024000.0,1967808000.0,2100370944.0,2.100370944
1080p,1920,1080,128,128,3,8,4096,50.0,os,run_1d8d918820d0,17a391168f9a,248720ddbbab,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,50708.0,47103.0,0.0,6084960.0,0.0,35389440,29982720.0,21644160.0,9.782816381122222,25.0,9.782608695652344,0.8748,7077888.0,149913600.0,2164416000.0,2321407488.0,2.321407488
hires,2048,2048,128,128,3,8,4096,50.0,os,run_1d8d918820d0,bf31b743be52,248720ddbbab,full,128,128,256,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,50380.0,47103.0,0.0,12897280.0,0.0,37748736,55050240.0,41979904.0,4.891408190561111,12.5,4.891304347826172,1.769472,7549747.2,275251200.0,4197990400.0,4480791347.2,4.480791347199999
hires,2048,2048,128,128,3,8,4096,50.0,os,run_1d8d918820d0,bf31b743be52,248720ddbbab,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,50708.0,47103.0,0.0,12981248.0,0.0,75497472,63963136.0,46174208.0,9.782816381122222,25.0,9.782608695652344,1.769472,15099494.4,319815680.0,4617420800.0,4952335974.4,4.9523359743999995
720p,1280,720,128,128,11,16,1024,50.0,os,run_1d9ead7752a6,,,full,128,128,50,gaussian_k11,gaussian,16384,1,121,1982464,19044,16384,159671.0,154623.0,0.0,7983550.0,0.0,99123200,107776000.0,107139200.0,5.008310535948727,6.25,5.008278145695262,0.5004000000000001,19824640.0,538880000.0,10713920000.0,11272624640.0,11.27262464
720p,1280,720,128,128,11,16,1024,50.0,os,run_1d9ead7752a6,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,43540.0,39935.0,0.0,2177000.0,0.0,14745600,11571200.0,9020900.0,2.8846876173782396,12.5,2.884615384615348,0.5004000000000001,2949120.0,57856000.0,902090000.0,962895120.0,0.96289512
1080p,1920,1080,128,128,11,16,1024,50.0,os,run_1d9ead7752a6,f1cbcea3220d,482741acb821,full,128,128,120,gaussian_k11,gaussian,16384,1,121,1982464,19044,16384,159671.0,154623.0,0.0,19160520.0,0.0,237895680,258662400.0,257134080.0,5.008310535948727,6.25,5.008278145695262,1.1259,47579136.0,1293312000.0,25713408000.0,27054299136.0,27.054299136
1080p,1920,1080,128,128,11,16,1024,50.0,os,run_1d9ead7752a6,f1cbcea3220d,482741acb821,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,43540.0,39935.0,0.0,5224800.0,0.0,35389440,27770880.0,21650160.0,2.8846876173782396,12.5,2.884615384615348,1.1259,7077888.0,138854400.0,2165016000.0,2310948288.0,2.310948288
hires,2048,2048,128,128,11,16,1024,50.0,os,run_1d9ead7752a6,26d9e6b5ed3e,482741acb821,full,128,128,256,gaussian_k11,gaussian,16384,1,121,1982464,19044,16384,159671.0,154623.0,0.0,40875776.0,0.0,507510784,551813120.0,548552704.0,5.008310535948727,6.25,5.008278145695262,2.277376,101502156.80000001,2759065600.0,54855270400.0,57715838156.8,57.715838156800004
hires,2048,2048,128,128,11,16,1024,50.0,os,run_1d9ead7752a6,26d9e6b5ed3e,482741acb821,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,43540.0,39935.0,0.0,11146240.0,0.0,75497472,59244544.0,46187008.0,2.8846876173782396,12.5,2.884615384615348,2.277376,15099494.4,296222720.0,4618700800.0,4930023014.4,4.9300230144
720p,1280,720,128,128,3,32,256,50.0,os,run_1e2b3a9a8c48,,,bottom_edge,128,80,10,gaussian_k3,gaussian,10240,1,9,92160,10660,10240,24101.0,22719.0,0.0,241010.0,0.0,921600,1257600.0,1283400.0,0.3961441964875214,3.125,0.3961267605633777,0.024300000000000002,184320.0,6288000.0,128340000.0,134812320.0,0.13481232
720p,1280,720,128,128,3,32,256,50.0,os,run_1e2b3a9a8c48,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,24306.0,22719.0,0.0,243060.0,0.0,1843200,1388800.0,1385800.0,0.7922883929750429,6.25,0.7922535211267554,0.024300000000000002,368640.0,6944000.0,138580000.0,145892640.0,0.14589264
1080p,1920,1080,128,128,11,16,256,800.0,ws,run_1eab3cc8bc2c,37e700ba4434,1eab3cc8bc2c,bottom_edge,128,56,15,gaussian_k11,gaussian,7168,1,121,867328,9108,7168,57856.0,57711.0,0.0,867840.0,0.0,13009920,13871895.0,14216160.0,5.870631248808719,5.908203125,5.858348319269608,1.1259,2601984.0,69359475.0,1421616000.0,1493577459.0,1.493577459
1080p,1920,1080,128,128,11,16,256,800.0,ws,run_1eab3cc8bc2c,37e700ba4434,1eab3cc8bc2c,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,7304.0,7213.0,0.0,109560.0,0.0,1935360,1182990.0,2003040.0,6.987383890198253,7.03125,6.971918660948956,1.1259,387072.0,5914950.0,200304000.0,206606022.0,0.206606022
720p,1280,720,128,128,11,64,4096,50.0,os,run_1efa9b483792,,,full,128,128,50,gaussian_k11,gaussian,16384,1,121,1982464,19044,16384,157927.0,138727.0,75496.0,7896350.0,3774800.0,99123200,103129600.0,331484200.0,0.3488866622935694,1.5625,0.7654352226720683,0.031275000000000004,19824640.0,515648000.0,33148420000.0,33683892640.0,33.68389264
720p,1280,720,128,128,11,64,4096,50.0,os,run_1efa9b483792,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,38164.0,34559.0,0.0,1908200.0,0.0,14745600,10880000.0,9043400.0,0.2083393616713446,3.125,0.2083333333333328,0.031275000000000004,2949120.0,54400000.0,904340000.0,961689120.0,0.96168912
1080p,1920,1080,128,128,11,64,4096,50.0,os,run_1efa9b483792,8509d16f046a,a5f8cdd29973,full,128,128,120,gaussian_k11,gaussian,16384,1,121,1982464,19044,16384,157927.0,138727.0,75496.0,18951240.0,9059520.0,237895680,247511040.0,795562080.0,0.3488866622935694,1.5625,0.7654352226720683,0.07036875,47579136.0,1237555200.0,79556208000.0,80841342336.0,80.841342336
1080p,1920,1080,128,128,11,64,4096,50.0,os,run_1efa9b483792,8509d16f046a,a5f8cdd29973,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,38164.0,34559.0,0.0,4579680.0,0.0,35389440,26112000.0,21704160.0,0.2083393616713446,3.125,0.2083333333333328,0.07036875,7077888.0,130560000.0,2170416000.0,2308053888.0,2.308053888
hires,2048,2048,128,128,11,64,4096,50.0,os,run_1efa9b483792,392619925831,a5f8cdd29973,full,128,128,256,gaussian_k11,gaussian,16384,1,121,1982464,19044,16384,157927.0,138727.0,75496.0,40429312.0,19326976.0,507510784,528023552.0,1697199104.0,0.3488866622935694,1.5625,0.7654352226720683,0.142336,101502156.80000001,2640117760.0,169719910400.0,172461530316.8,172.46153031679998
hires,2048,2048,128,128,11,64,4096,50.0,os,run_1efa9b483792,392619925831,a5f8cdd29973,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,38164.0,34559.0,0.0,9769984.0,0.0,75497472,55705600.0,46302208.0,0.2083393616713446,3.125,0.2083333333333328,0.142336,15099494.4,278528000.0,4630220800.0,4923848294.4,4.9238482944
1080p,1920,1080,128,128,11,32,4096,800.0,os,run_2000ff87a85c,287e9e5fd020,2000ff87a85c,bottom_edge,128,56,15,gaussian_k11,gaussian,7168,1,121,867328,9108,7168,42084.0,40991.0,0.0,631260.0,0.0,13009920,13739040.0,13187520.0,2.0663072381742333,3.125,2.0662568306010884,0.281475,2601984.0,68695200.0,1318752000.0,1390049184.0,1.390049184
1080p,1920,1080,128,128,11,32,4096,800.0,os,run_2000ff87a85c,287e9e5fd020,2000ff87a85c,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,16001.0,15903.0,0.0,240015.0,0.0,1935360,1458240.0,1199040.0,0.7923033389926429,6.25,0.7922535211267571,0.281475,387072.0,7291200.0,119904000.0,127582272.0,0.127582272
1080p,1920,1080,128,128,11,128,1024,50.0,ws,run_206ed8f7231a,a6c443fc2abe,206ed8f7231a,bottom_edge,128,56,15,gaussian_k11,gaussian,7168,1,121,867328,9108,7168,23119.0,18255.0,10706.0,346785.0,160590.0,13009920,13119255.0,14503020.0,0.2899890440975075,0.738525390625,0.6895597238504624,0.041472,2601984.0,65596275.0,1450302000.0,1518500259.0,1.518500259
1080p,1920,1080,128,128,11,128,1024,50.0,ws,run_206ed8f7231a,a6c443fc2abe,206ed8f7231a,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,12556.0,7549.0,0.0,188340.0,0.0,1935360,1182990.0,3773790.0,0.104318452775202,0.10986328125,0.1025791324736225,0.041472,387072.0,5914950.0,377379000.0,383681022.0,0.383681022
1080p,1920,1080,128,128,5,8,4096,200.0,os,run_210900e89af0,7dba309c5fa4,210900e89af0,bottom_edge,128,56,15,gaussian_k5,gaussian,7168,1,25,179200,7920,7168,35874.0,34943.0,0.0,538110.0,0.0,2688000,3346560.0,2798520.0,8.013049823999085,12.5,8.012820512820449,1.3932,537600.0,16732800.0,279852000.0,297122400.0,0.2971224
1080p,1920,1080,128,128,5,8,4096,200.0,os,run_210900e89af0,7dba309c5fa4,210900e89af0,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,21001.0,20607.0,0.0,315015.0,0.0,1935360,1639680.0,1187040.0,9.783083418255933,25.0,9.782608695652106,1.3932,387072.0,8198400.0,118704000.0,127289472.0,0.127289472
720p,1280,720,128,128,7,16,256,50.0,ws,run_21348eb50dfb,,,bottom_edge,128,80,10,gaussian_k7,gaussian,10240,1,49,501760,11524,10240,43140.0,41143.0,0.0,431400.0,0.0,5017600,5427690.0,5718600.0,4.763872347665459,4.78515625,4.75681972624017,0.2412,1003520.0,27138450.0,571860000.0,600001970.0,0.60000197
720p,1280,720,128,128,7,16,256,50.0,ws,run_21348eb50dfb,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,11872.0,10285.0,0.0,118720.0,0.0,1843200,1126580.0,1384300.0,7.0004861448711715,7.03125,6.989612658965148,0.2412,368640.0,5632900.0,138430000.0,144431540.0,0.14443154
1080p,1920,1080,128,128,3,16,256,800.0,ws,run_21bd67f03a4d,ec7c764bca6c,21bd67f03a4d,bottom_edge,128,56,15,gaussian_k3,gaussian,7168,1,9,64512,7540,7168,7295.0,7213.0,0.0,109425.0,0.0,967680,1075335.0,1895520.0,3.4936919450991266,3.515625,3.485959330474478,0.2187,193536.0,5376675.0,189552000.0,195122211.0,0.195122211
1080p,1920,1080,128,128,3,16,256,800.0,ws,run_21bd67f03a4d,ec7c764bca6c,21bd67f03a4d,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,7304.0,7213.0,0.0,109560.0,0.0,1935360,1182990.0,2003040.0,6.987383890198253,7.03125,6.971918660948956,0.2187,387072.0,5914950.0,200304000.0,206606022.0,0.206606022
720p,1280,720,128,128,7,8,4096,50.0,os,run_21cf8c0c6769,,,full,128,128,50,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,145407.0,129023.0,0.0,7270350.0,0.0,40140800,47616000.0,40981700.0,9.722297574850996,12.5,9.722222222222628,0.9648,8028160.0,238080000.0,4098170000.0,4344278160.0,4.34427816
720p,1280,720,128,128,7,8,4096,50.0,os,run_21cf8c0c6769,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,50708.0,47103.0,0.0,2535400.0,0.0,14745600,12492800.0,9018400.0,9.782816381122222,25.0,9.782608695652344,0.9648,2949120.0,62464000.0,901840000.0,967253120.0,0.96725312
1080p,1920,1080,128,128,7,8,4096,50.0,os,run_21cf8c0c6769,2cf423bc1914,1c6c2bef7417,full,128,128,120,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,145407.0,129023.0,0.0,17448840.0,0.0,96337920,114278400.0,98356080.0,9.722297574850996,12.5,9.722222222222628,2.1708000000000003,19267584.0,571392000.0,9835608000.0,10426267584.0,10.426267584
1080p,1920,1080,128,128,7,8,4096,50.0,os,run_21cf8c0c6769,2cf423bc1914,1c6c2bef7417,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,50708.0,47103.0,0.0,6084960.0,0.0,35389440,29982720.0,21644160.0,9.782816381122222,25.0,9.782608695652344,2.1708000000000003,7077888.0,149913600.0,2164416000.0,2321407488.0,2.321407488
hires,2048,2048,128,128,7,8,4096,50.0,os,run_21cf8c0c6769,49e5cb23d9cb,1c6c2bef7417,full,128,128,256,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,145407.0,129023.0,0.0,37224192.0,0.0,205520896,243793920.0,209826304.0,9.722297574850996,12.5,9.722222222222628,4.390912,41104179.2,1218969600.0,20982630400.0,22242704179.2,22.2427041792
hires,2048,2048,128,128,7,8,4096,50.0,os,run_21cf8c0c6769,49e5cb23d9cb,1c6c2bef7417,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,50708.0,47103.0,0.0,12981248.0,0.0,75497472,63963136.0,46174208.0,9.782816381122222,25.0,9.782608695652344,4.390912,15099494.4,319815680.0,4617420800.0,4952335974.4,4.9523359743999995
720p,1280,720,128,128,11,128,4096,50.0,os,run_2208cfccffdf,40b792f1bed0,2208cfccffdf,bottom_edge,128,80,10,gaussian_k11,gaussian,10240,1,121,1239040,12420,10240,49076.0,29999.0,0.0,490760.0,0.0,12390400,12794400.0,19130400.0,0.252091736391213,0.78125,0.2520833333333333,0.018432,2478080.0,63972000.0,1913040000.0,1979490080.0,1.97949008
720p,1280,720,128,128,11,128,4096,50.0,os,run_2208cfccffdf,40b792f1bed0,2208cfccffdf,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,23292.0,21039.0,0.0,232920.0,0.0,1843200,1345600.0,1138800.0,0.0534721231997718,1.5625,0.0534695817490493,0.018432,368640.0,6728000.0,113880000.0,120976640.0,0.12097664
1080p,1920,1080,128,128,11,32,4096,50.0,ws,run_22284aa53534,99e2da084da0,22284aa53534,bottom_edge,128,56,15,gaussian_k11,gaussian,7168,1,121,867328,9108,7168,47971.0,29047.0,0.0,719565.0,0.0,13009920,13441815.0,14251830.0,2.915963782834716,2.9541015625,2.903469079939668,0.281475,2601984.0,67209075.0,1425183000.0,1494994059.0,1.494994059
1080p,1920,1080,128,128,11,32,4096,50.0,ws,run_22284aa53534,99e2da084da0,22284aa53534,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,12135.0,7261.0,0.0,182025.0,0.0,1935360,1182990.0,3660540.0,1.735298168296378,1.7578125,1.727684080625257,0.281475,387072.0,5914950.0,366054000.0,372356022.0,0.372356022
720p,1280,720,128,128,11,32,256,200.0,ws,run_229d09c2cc44,,,full,128,128,50,gaussian_k11,gaussian,16384,1,121,1982464,19044,16384,66239.0,65911.0,0.0,3311950.0,0.0,99123200,102406050.0,103776800.0,2.937294230098163,2.9541015625,2.9317342055848323,0.12510000000000002,19824640.0,512030250.0,10377680000.0,10909534890.0,10.90953489
720p,1280,720,128,128,11,32,256,200.0,ws,run_229d09c2cc44,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,16935.0,16477.0,0.0,846750.0,0.0,14745600,9012100.0,10508400.0,1.7478909995751657,1.7578125,1.7445029983645284,0.12510000000000002,2949120.0,45060500.0,1050840000.0,1098849620.0,1.09884962
1080p,1920,1080,128,128,11,32,256,200.0,ws,run_229d09c2cc44,0e1c8225fed7,baa996b2c08e,full,128,128,120,gaussian_k11,gaussian,16384,1,121,1982464,19044,16384,66239.0,65911.0,0.0,7948680.0,0.0,237895680,245774520.0,249064320.0,2.937294230098163,2.9541015625,2.9317342055848323,0.281475,47579136.0,1228872600.0,24906432000.0,26182883736.0,26.182883736
1080p,1920,1080,128,128,11,32,256,200.0,ws,run_229d09c2cc44,0e1c8225fed7,baa996b2c08e,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,16935.0,16477.0,0.0,2032200.0,0.0,35389440,21629040.0,25220160.0,1.7478909995751657,1.7578125,1.7445029983645284,0.281475,7077888.0,108145200.0,2522016000.0,2637239088.0,2.637239088
hires,2048,2048,128,128,11,32,256,200.0,ws,run_229d09c2cc44,1e6d8c7ddd41,baa996b2c08e,full,128,128,256,gaussian_k11,gaussian,16384,1,121,1982464,19044,16384,66239.0,65911.0,0.0,16957184.0,0.0,507510784,524318976.0,531337216.0,2.937294230098163,2.9541015625,2.9317342055848323,0.569344,101502156.80000001,2621594880.0,53133721600.0,55856818636.8,55.8568186368
hires,2048,2048,128,128,11,32,256,200.0,ws,run_229d09c2cc44,1e6d8c7ddd41,baa996b2c08e,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,16935.0,16477.0,0.0,4335360.0,0.0,75497472,46141952.0,53803008.0,1.7478909995751657,1.7578125,1.7445029983645284,0.569344,15099494.4,230709760.0,5380300800.0,5626110054.4,5.6261100544
1080p,1920,1080,128,128,7,32,1024,50.0,os,run_22c65a864bce,1a8a15fc24d5,22c65a864bce,bottom_edge,128,56,15,gaussian_k7,gaussian,7168,1,49,351232,8308,7168,29727.0,24863.0,0.0,445905.0,0.0,5268480,5755680.0,7213020.0,1.379559988738286,3.125,1.3795045045045031,0.13567500000000002,1053696.0,28778400.0,721302000.0,751134096.0,0.751134096
1080p,1920,1080,128,128,7,32,1024,50.0,os,run_22c65a864bce,1a8a15fc24d5,22c65a864bce,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,17480.0,15903.0,0.0,262200.0,0.0,1935360,1458240.0,1187790.0,0.7923033389926429,6.25,0.7922535211267571,0.13567500000000002,387072.0,7291200.0,118779000.0,126457272.0,0.126457272
720p,1280,720,128,128,3,128,256,200.0,ws,run_231eda56e49e,,,full,128,128,50,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,17141.0,16765.0,0.0,857050.0,0.0,7372800,8192450.0,9729200.0,0.0536832687145839,0.054931640625,0.0532765050612679,0.004608,1474560.0,40962250.0,972920000.0,1015356810.0,1.01535681
