resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,run_name,spec_hash,simulation_hash,tile_class,tile_out_width,tile_out_height,tile_count,stage,stage_op,stage_m,stage_n,stage_k,stage_macs_per_tile,stage_input_pixels_with_halo,stage_output_pixels,cycles_per_tile,compute_cycles_per_tile,stall_cycles_per_tile,scaled_cycles,scaled_stall_cycles,scaled_macs,scaled_sram_accesses,scaled_sram_ifmap_reads,scaled_sram_filter_reads,scaled_sram_ofmap_writes,scaled_dram_accesses,scaled_dram_ifmap_reads,scaled_dram_filter_reads,scaled_dram_ofmap_writes,overall_util_pct,mapping_efficiency_pct,compute_util_pct,analytical_lower_bound_ms,energy_backend,energy_model,sram_read_pj_per_byte,sram_write_pj_per_byte,dram_read_pj_per_byte,dram_write_pj_per_byte,energy_mac_pj,energy_sram_ifmap_pj,energy_sram_filter_pj,energy_sram_ofmap_pj,energy_sram_pj,energy_dram_ifmap_pj,energy_dram_filter_pj,energy_dram_ofmap_pj,energy_dram_pj,energy_total_pj,energy_total_mj
720p,1280,720,128,128,3,32,4096,800.0,ws,run_d1f0929c1b3a,,,full,128,128,50,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,17153.0,16477.0,0.0,857650.0,0.0,7372800,8192450.0,7372800.0,450.0,819200.0,27099200.0,26240000.0,40000.0,819200.0,0.8739454997875827,0.87890625,0.8722514991822642,0.024300000000000002,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,1695744.0,36864000.0,2250.0,4096000.0,40962250.0,4198400000.0,6400000.0,131072000.0,4335872000.0,4378529994.0,4.378529994
720p,1280,720,128,128,3,32,4096,800.0,ws,run_d1f0929c1b3a,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,17173.0,16477.0,0.0,858650.0,0.0,14745600,9012100.0,7372800.0,900.0,1638400.0,27918400.0,26240000.0,40000.0,1638400.0,1.7478909995751657,1.7578125,1.7445029983645284,0.024300000000000002,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,3391488.0,36864000.0,4500.0,8192000.0,45060500.0,4198400000.0,6400000.0,262144000.0,4466944000.0,4515395988.0,4.515395988
1080p,1920,1080,128,128,3,32,4096,800.0,ws,run_d1f0929c1b3a,baf6f310e437,49a5390c2222,full,128,128,120,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,17153.0,16477.0,0.0,2058360.0,0.0,17694720,19661880.0,17694720.0,1080.0,1966080.0,65038080.0,62976000.0,96000.0,1966080.0,0.8739454997875827,0.87890625,0.8722514991822642,0.054675,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,4069785.6,88473600.0,5400.0,9830400.0,98309400.0,10076160000.0,15360000.0,314572800.0,10406092800.0,10508471985.6,10.5084719856
1080p,1920,1080,128,128,3,32,4096,800.0,ws,run_d1f0929c1b3a,baf6f310e437,49a5390c2222,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,17173.0,16477.0,0.0,2060760.0,0.0,35389440,21629040.0,17694720.0,2160.0,3932160.0,67004160.0,62976000.0,96000.0,3932160.0,1.7478909995751657,1.7578125,1.7445029983645284,0.054675,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,8139571.2,88473600.0,10800.0,19660800.0,108145200.0,10076160000.0,15360000.0,629145600.0,10720665600.0,10836950371.2,10.8369503712
hires,2048,2048,128,128,3,32,4096,800.0,ws,run_d1f0929c1b3a,82b998ccf7b7,49a5390c2222,full,128,128,256,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,17153.0,16477.0,0.0,4391168.0,0.0,37748736,41945344.0,37748736.0,2304.0,4194304.0,138747904.0,134348800.0,204800.0,4194304.0,0.8739454997875827,0.87890625,0.8722514991822642,0.110592,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,8682209.280000001,188743680.0,11520.0,20971520.0,209726720.0,21495808000.0,32768000.0,671088640.0,22199664640.0,22418073569.28,22.418073569279997
hires,2048,2048,128,128,3,32,4096,800.0,ws,run_d1f0929c1b3a,82b998ccf7b7,49a5390c2222,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,17173.0,16477.0,0.0,4396288.0,0.0,75497472,46141952.0,37748736.0,4608.0,8388608.0,142942208.0,134348800.0,204800.0,8388608.0,1.7478909995751657,1.7578125,1.7445029983645284,0.110592,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,17364418.560000002,188743680.0,23040.0,41943040.0,230709760.0,21495808000.0,32768000.0,1342177280.0,22870753280.0,23118827458.56,23.118827458560002
720p,1280,720,128,128,3,64,1024,200.0,os,run_d22f102ab3dd,,,bottom_edge,128,80,10,gaussian_k3,gaussian,10240,1,9,92160,10660,10240,22111.0,21599.0,0.0,221110.0,0.0,921600,1243200.0,921600.0,14400.0,307200.0,1030400.0,922000.0,6000.0,102400.0,0.1041714894208065,1.5625,0.1041666666666664,0.0060750000000000005,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,211968.0,4608000.0,72000.0,1536000.0,6216000.0,147520000.0,960000.0,16384000.0,164864000.0,171291968.0,0.171291968
720p,1280,720,128,128,3,64,1024,200.0,os,run_d22f102ab3dd,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,22162.0,21599.0,0.0,221620.0,0.0,1843200,1360000.0,921600.0,28800.0,409600.0,1132800.0,922000.0,6000.0,204800.0,0.208342978841613,3.125,0.2083333333333329,0.0060750000000000005,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,423936.0,4608000.0,144000.0,2048000.0,6800000.0,147520000.0,960000.0,32768000.0,181248000.0,188471936.0,0.188471936
720p,1280,720,128,128,7,16,256,200.0,ws,run_d23535a927e1,,,full,128,128,50,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,66047.0,65719.0,0.0,3302350.0,0.0,40140800,43420050.0,40140800.0,2450.0,3276800.0,44616800.0,41300000.0,40000.0,3276800.0,4.771831585994918,4.78515625,4.767406506536941,0.2412,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,9232384.0,200704000.0,12250.0,16384000.0,217100250.0,6608000000.0,6400000.0,524288000.0,7138688000.0,7365020634.0,7.365020634
720p,1280,720,128,128,7,16,256,200.0,ws,run_d23535a927e1,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,16887.0,16429.0,0.0,844350.0,0.0,14745600,9012100.0,7372800.0,900.0,1638400.0,10498400.0,8850000.0,10000.0,1638400.0,7.011990991539351,7.03125,7.00516874429918,0.2412,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,3391488.0,36864000.0,4500.0,8192000.0,45060500.0,1416000000.0,1600000.0,262144000.0,1679744000.0,1728195988.0,1.728195988
1080p,1920,1080,128,128,7,16,256,200.0,ws,run_d23535a927e1,ad08fb18b1cb,3f9c0a8b4f41,full,128,128,120,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,66047.0,65719.0,0.0,7925640.0,0.0,96337920,104208120.0,96337920.0,5880.0,7864320.0,107080320.0,99120000.0,96000.0,7864320.0,4.771831585994918,4.78515625,4.767406506536941,0.5427000000000001,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,22157721.6,481689600.0,29400.0,39321600.0,521040600.0,15859200000.0,15360000.0,1258291200.0,17132851200.0,17676049521.6,17.6760495216
1080p,1920,1080,128,128,7,16,256,200.0,ws,run_d23535a927e1,ad08fb18b1cb,3f9c0a8b4f41,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,16887.0,16429.0,0.0,2026440.0,0.0,35389440,21629040.0,17694720.0,2160.0,3932160.0,25196160.0,21240000.0,24000.0,3932160.0,7.011990991539351,7.03125,7.00516874429918,0.5427000000000001,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,8139571.2,88473600.0,10800.0,19660800.0,108145200.0,3398400000.0,3840000.0,629145600.0,4031385600.0,4147670371.2,4.147670371199999
hires,2048,2048,128,128,7,16,256,200.0,ws,run_d23535a927e1,5e25b080be31,3f9c0a8b4f41,full,128,128,256,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,66047.0,65719.0,0.0,16908032.0,0.0,205520896,222310656.0,205520896.0,12544.0,16777216.0,228438016.0,211456000.0,204800.0,16777216.0,4.771831585994918,4.78515625,4.767406506536941,1.097728,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,47269806.080000006,1027604480.0,62720.0,83886080.0,1111553280.0,33832960000.0,32768000.0,2684354560.0,36550082560.0,37708905646.08,37.708905646080005
hires,2048,2048,128,128,7,16,256,200.0,ws,run_d23535a927e1,5e25b080be31,3f9c0a8b4f41,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,16887.0,16429.0,0.0,4323072.0,0.0,75497472,46141952.0,37748736.0,4608.0,8388608.0,53751808.0,45312000.0,51200.0,8388608.0,7.011990991539351,7.03125,7.00516874429918,1.097728,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,17364418.560000002,188743680.0,23040.0,41943040.0,230709760.0,7249920000.0,8192000.0,1342177280.0,8600289280.0,8848363458.560001,8.848363458560002
1080p,1920,1080,128,128,7,64,4096,50.0,os,run_d26e9cb78145,1df1903e28ae,d26e9cb78145,bottom_edge,128,56,15,gaussian_k7,gaussian,7168,1,49,351232,8308,7168,26767.0,19599.0,0.0,401505.0,0.0,5268480,5673360.0,5268480.0,82320.0,322560.0,5423520.0,5268750.0,47250.0,107520.0,0.4375223225674779,1.5625,0.4375000000000006,0.041472,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,1211750.4000000001,26342400.0,411600.0,1612800.0,28366800.0,843000000.0,7560000.0,17203200.0,867763200.0,897341750.4,0.8973417504
1080p,1920,1080,128,128,7,64,4096,50.0,os,run_d26e9cb78145,1df1903e28ae,d26e9cb78145,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,16696.0,15119.0,0.0,250440.0,0.0,1935360,1428000.0,967680.0,30240.0,430080.0,1192290.0,968250.0,9000.0,215040.0,0.2083471129042926,3.125,0.2083333333333331,0.041472,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,445132.80000000005,4838400.0,151200.0,2150400.0,7140000.0,154920000.0,1440000.0,34406400.0,190766400.0,198351532.8,0.1983515328
720p,1280,720,128,128,11,16,1024,50.0,ws,run_d27302de392c,,,bottom_edge,128,80,10,gaussian_k11,gaussian,10240,1,121,1239040,12420,10240,88646.0,82287.0,0.0,886460.0,0.0,12390400,13210810.0,12390400.0,1210.0,819200.0,15001700.0,14163000.0,19500.0,819200.0,5.8818525404985,5.908203125,5.8732161926026585,0.5004000000000001,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,2849792.0,61952000.0,6050.0,4096000.0,66054050.0,2266080000.0,3120000.0,131072000.0,2400272000.0,2469175842.0,2.469175842
720p,1280,720,128,128,11,16,1024,50.0,ws,run_d27302de392c,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,13971.0,10285.0,0.0,139710.0,0.0,1843200,1126580.0,921600.0,180.0,204800.0,1844800.0,1638500.0,1500.0,204800.0,7.0004861448711715,7.03125,6.989612658965148,0.5004000000000001,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,423936.0,4608000.0,900.0,1024000.0,5632900.0,262160000.0,240000.0,32768000.0,295168000.0,301224836.0,0.301224836
720p,1280,720,128,128,7,8,256,800.0,ws,run_d296124355df,,,bottom_edge,128,80,10,gaussian_k7,gaussian,10240,1,49,501760,11524,10240,71922.0,71833.0,0.0,719220.0,0.0,5017600,5734890.0,5017600.0,490.0,716800.0,6052800.0,5328000.0,8000.0,716800.0,10.914203778207789,10.9375,10.906612133605996,0.9648,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,1154048.0,25088000.0,2450.0,3584000.0,28674450.0,852480000.0,1280000.0,114688000.0,968448000.0,998276498.0,0.998276498
720p,1280,720,128,128,7,8,256,800.0,ws,run_d296124355df,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,20648.0,20523.0,0.0,206480.0,0.0,1843200,1331380.0,921600.0,180.0,409600.0,1601600.0,1184000.0,8000.0,409600.0,14.033036105832482,14.0625,14.022787028921998,0.9648,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,423936.0,4608000.0,900.0,2048000.0,6656900.0,189440000.0,1280000.0,65536000.0,256256000.0,263336836.0,0.263336836
1080p,1920,1080,128,128,3,16,4096,200.0,ws,run_d2983b339ab4,2ba667129101,d2983b339ab4,bottom_edge,128,56,15,gaussian_k3,gaussian,7168,1,9,64512,7540,7168,7822.0,7213.0,0.0,117330.0,0.0,967680,1075335.0,967680.0,135.0,107520.0,1832520.0,1722000.0,3000.0,107520.0,3.4936919450991266,3.515625,3.485959330474478,0.2187,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,222566.40000000002,4838400.0,675.0,537600.0,5376675.0,275520000.0,480000.0,17203200.0,293203200.0,298802441.4,0.29880244139999995
1080p,1920,1080,128,128,3,16,4096,200.0,ws,run_d2983b339ab4,2ba667129101,d2983b339ab4,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,7858.0,7213.0,0.0,117870.0,0.0,1935360,1182990.0,967680.0,270.0,215040.0,1940040.0,1722000.0,3000.0,215040.0,6.987383890198253,7.03125,6.971918660948956,0.2187,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,445132.80000000005,4838400.0,1350.0,1075200.0,5914950.0,275520000.0,480000.0,34406400.0,310406400.0,316766482.8,0.3167664828
720p,1280,720,128,128,7,64,256,50.0,ws,run_d2e82d226d5a,,,full,128,128,50,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,18078.0,16573.0,0.0,903900.0,0.0,40140800,40962450.0,40140800.0,2450.0,819200.0,42206700.0,41230000.0,157500.0,819200.0,1.1826464731792674,1.1962890625,1.178097012682575,0.018432,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,9232384.0,200704000.0,12250.0,4096000.0,204812250.0,6596800000.0,25200000.0,131072000.0,6753072000.0,6967116634.0,6.967116634
720p,1280,720,128,128,7,64,256,50.0,ws,run_d2e82d226d5a,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,18406.0,16573.0,0.0,920300.0,0.0,14745600,9012100.0,7372800.0,900.0,1638400.0,10503400.0,8835000.0,30000.0,1638400.0,0.4344415615760574,0.439453125,0.4327703311895173,0.018432,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,3391488.0,36864000.0,4500.0,8192000.0,45060500.0,1413600000.0,4800000.0,262144000.0,1680544000.0,1728995988.0,1.728995988
1080p,1920,1080,128,128,7,64,256,50.0,ws,run_d2e82d226d5a,22d21e2ba870,69562a5f5254,full,128,128,120,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,18078.0,16573.0,0.0,2169360.0,0.0,96337920,98309880.0,96337920.0,5880.0,1966080.0,101296080.0,98952000.0,378000.0,1966080.0,1.1826464731792674,1.1962890625,1.178097012682575,0.041472,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,22157721.6,481689600.0,29400.0,9830400.0,491549400.0,15832320000.0,60480000.0,314572800.0,16207372800.0,16721079921.6,16.7210799216
1080p,1920,1080,128,128,7,64,256,50.0,ws,run_d2e82d226d5a,22d21e2ba870,69562a5f5254,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,18406.0,16573.0,0.0,2208720.0,0.0,35389440,21629040.0,17694720.0,2160.0,3932160.0,25208160.0,21204000.0,72000.0,3932160.0,0.4344415615760574,0.439453125,0.4327703311895173,0.041472,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,8139571.2,88473600.0,10800.0,19660800.0,108145200.0,3392640000.0,11520000.0,629145600.0,4033305600.0,4149590371.2,4.1495903711999995
hires,2048,2048,128,128,7,64,256,50.0,ws,run_d2e82d226d5a,d4967e68d27f,69562a5f5254,full,128,128,256,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,18078.0,16573.0,0.0,4627968.0,0.0,205520896,209727744.0,205520896.0,12544.0,4194304.0,216098304.0,211097600.0,806400.0,4194304.0,1.1826464731792674,1.1962890625,1.178097012682575,0.08388608,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,47269806.080000006,1027604480.0,62720.0,20971520.0,1048638720.0,33775616000.0,129024000.0,671088640.0,34575728640.0,35671637166.08,35.671637166080004
hires,2048,2048,128,128,7,64,256,50.0,ws,run_d2e82d226d5a,d4967e68d27f,69562a5f5254,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,18406.0,16573.0,0.0,4711936.0,0.0,75497472,46141952.0,37748736.0,4608.0,8388608.0,53777408.0,45235200.0,153600.0,8388608.0,0.4344415615760574,0.439453125,0.4327703311895173,0.08388608,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,17364418.560000002,188743680.0,23040.0,41943040.0,230709760.0,7237632000.0,24576000.0,1342177280.0,8604385280.0,8852459458.560001,8.852459458560002
720p,1280,720,128,128,3,16,1024,50.0,os,run_d34d588113e6,,,full,128,128,50,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,43212.0,39935.0,0.0,2160600.0,0.0,7372800,10291200.0,7372800.0,460800.0,2457600.0,8201700.0,7375000.0,7500.0,819200.0,1.4423438086891198,6.25,1.442307692307674,0.09720000000000001,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,1695744.0,36864000.0,2304000.0,12288000.0,51456000.0,1180000000.0,1200000.0,131072000.0,1312272000.0,1365423744.0,1.365423744
720p,1280,720,128,128,3,16,1024,50.0,os,run_d34d588113e6,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,43540.0,39935.0,0.0,2177000.0,0.0,14745600,11571200.0,7372800.0,921600.0,3276800.0,9020900.0,7375000.0,7500.0,1638400.0,2.8846876173782396,12.5,2.884615384615348,0.09720000000000001,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,3391488.0,36864000.0,4608000.0,16384000.0,57856000.0,1180000000.0,1200000.0,262144000.0,1443344000.0,1504591488.0,1.504591488
1080p,1920,1080,128,128,3,16,1024,50.0,os,run_d34d588113e6,678a9ad1aa22,adcb1d0bb0e8,full,128,128,120,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,43212.0,39935.0,0.0,5185440.0,0.0,17694720,24698880.0,17694720.0,1105920.0,5898240.0,19684080.0,17700000.0,18000.0,1966080.0,1.4423438086891198,6.25,1.442307692307674,0.2187,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,4069785.6,88473600.0,5529600.0,29491200.0,123494400.0,2832000000.0,2880000.0,314572800.0,3149452800.0,3277016985.6,3.2770169856
1080p,1920,1080,128,128,3,16,1024,50.0,os,run_d34d588113e6,678a9ad1aa22,adcb1d0bb0e8,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,43540.0,39935.0,0.0,5224800.0,0.0,35389440,27770880.0,17694720.0,2211840.0,7864320.0,21650160.0,17700000.0,18000.0,3932160.0,2.8846876173782396,12.5,2.884615384615348,0.2187,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,8139571.2,88473600.0,11059200.0,39321600.0,138854400.0,2832000000.0,2880000.0,629145600.0,3464025600.0,3611019571.2,3.6110195712
hires,2048,2048,128,128,3,16,1024,50.0,os,run_d34d588113e6,40140b86ef03,adcb1d0bb0e8,full,128,128,256,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,43212.0,39935.0,0.0,11062272.0,0.0,37748736,52690944.0,37748736.0,2359296.0,12582912.0,41992704.0,37760000.0,38400.0,4194304.0,1.4423438086891198,6.25,1.442307692307674,0.442368,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,8682209.280000001,188743680.0,11796480.0,62914560.0,263454720.0,6041600000.0,6144000.0,671088640.0,6718832640.0,6990969569.28,6.99096956928
hires,2048,2048,128,128,3,16,1024,50.0,os,run_d34d588113e6,40140b86ef03,adcb1d0bb0e8,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,43540.0,39935.0,0.0,11146240.0,0.0,75497472,59244544.0,37748736.0,4718592.0,16777216.0,46187008.0,37760000.0,38400.0,8388608.0,2.8846876173782396,12.5,2.884615384615348,0.442368,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,17364418.560000002,188743680.0,23592960.0,83886080.0,296222720.0,6041600000.0,6144000.0,1342177280.0,7389921280.0,7703508418.56,7.70350841856
720p,1280,720,128,128,11,16,4096,800.0,ws,run_d356209b58e3,,,bottom_edge,128,80,10,gaussian_k11,gaussian,10240,1,121,1239040,12420,10240,83569.0,82287.0,0.0,835690.0,0.0,12390400,13210810.0,12390400.0,1210.0,819200.0,19723200.0,18880000.0,24000.0,819200.0,5.8818525404985,5.908203125,5.8732161926026585,0.5004000000000001,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,2849792.0,61952000.0,6050.0,4096000.0,66054050.0,3020800000.0,3840000.0,131072000.0,3155712000.0,3224615842.0,3.224615842
720p,1280,720,128,128,11,16,4096,800.0,ws,run_d356209b58e3,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,10515.0,10285.0,0.0,105150.0,0.0,1843200,1126580.0,921600.0,180.0,204800.0,1852800.0,1640000.0,8000.0,204800.0,7.0004861448711715,7.03125,6.989612658965148,0.5004000000000001,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,423936.0,4608000.0,900.0,1024000.0,5632900.0,262400000.0,1280000.0,32768000.0,296448000.0,302504836.0,0.302504836
720p,1280,720,128,128,11,64,1024,800.0,os,run_d391d1e6c4c4,,,bottom_edge,128,80,10,gaussian_k11,gaussian,10240,1,121,1239040,12420,10240,39827.0,39519.0,0.0,398270.0,0.0,12390400,12891200.0,12390400.0,193600.0,307200.0,38070400.0,37888000.0,80000.0,102400.0,0.7654545914623345,1.5625,0.7654352226720655,0.031275000000000004,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,2849792.0,61952000.0,968000.0,1536000.0,64456000.0,6062080000.0,12800000.0,16384000.0,6091264000.0,6158569792.0,6.158569792
720p,1280,720,128,128,11,64,1024,800.0,os,run_d391d1e6c4c4,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,21740.0,21599.0,0.0,217400.0,0.0,1843200,1360000.0,921600.0,28800.0,409600.0,1140800.0,928000.0,8000.0,204800.0,0.208342978841613,3.125,0.2083333333333329,0.031275000000000004,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,423936.0,4608000.0,144000.0,2048000.0,6800000.0,148480000.0,1280000.0,32768000.0,182528000.0,189751936.0,0.189751936
720p,1280,720,128,128,7,32,256,200.0,ws,run_d3ff591b3504,,,bottom_edge,128,80,10,gaussian_k7,gaussian,10240,1,49,501760,11524,10240,21064.0,20667.0,0.0,210640.0,0.0,5017600,5222890.0,5017600.0,490.0,204800.0,5530800.0,5310000.0,16000.0,204800.0,2.3709295011370783,2.392578125,2.3637240713941146,0.0603,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,1154048.0,25088000.0,2450.0,1024000.0,26114450.0,849600000.0,2560000.0,32768000.0,884928000.0,912196498.0,0.912196498
720p,1280,720,128,128,7,32,256,200.0,ws,run_d3ff591b3504,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,10730.0,10333.0,0.0,107300.0,0.0,1843200,1126580.0,921600.0,180.0,204800.0,1388800.0,1180000.0,4000.0,204800.0,1.741991677150876,1.7578125,1.7366136034732274,0.0603,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,423936.0,4608000.0,900.0,1024000.0,5632900.0,188800000.0,640000.0,32768000.0,222208000.0,228264836.0,0.228264836
720p,1280,720,128,128,11,32,4096,800.0,os,run_d4573c70e652,,,full,128,128,50,gaussian_k11,gaussian,16384,1,121,1982464,19044,16384,94895.0,93695.0,0.0,4744750.0,0.0,99123200,104678400.0,99123200.0,3097600.0,2457600.0,142619200.0,141600000.0,200000.0,819200.0,2.066278883611719,3.125,2.0662568306011093,0.12510000000000002,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,22798336.0,495616000.0,15488000.0,12288000.0,523392000.0,22656000000.0,32000000.0,131072000.0,22819072000.0,23365262336.0,23.365262336
720p,1280,720,128,128,11,32,4096,800.0,os,run_d4573c70e652,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,36576.0,36351.0,0.0,1828800.0,0.0,14745600,11110400.0,7372800.0,460800.0,3276800.0,9078400.0,7400000.0,40000.0,1638400.0,0.7922753156721961,6.25,0.7922535211267545,0.12510000000000002,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,3391488.0,36864000.0,2304000.0,16384000.0,55552000.0,1184000000.0,6400000.0,262144000.0,1452544000.0,1511487488.0,1.511487488
1080p,1920,1080,128,128,11,32,4096,800.0,os,run_d4573c70e652,bd4ac88a6589,bf3692243100,full,128,128,120,gaussian_k11,gaussian,16384,1,121,1982464,19044,16384,94895.0,93695.0,0.0,11387400.0,0.0,237895680,251228160.0,237895680.0,7434240.0,5898240.0,342286080.0,339840000.0,480000.0,1966080.0,2.066278883611719,3.125,2.0662568306011093,0.281475,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,54716006.400000006,1189478400.0,37171200.0,29491200.0,1256140800.0,54374400000.0,76800000.0,314572800.0,54765772800.0,56076629606.4,56.076629606400004
1080p,1920,1080,128,128,11,32,4096,800.0,os,run_d4573c70e652,bd4ac88a6589,bf3692243100,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,36576.0,36351.0,0.0,4389120.0,0.0,35389440,26664960.0,17694720.0,1105920.0,7864320.0,21788160.0,17760000.0,96000.0,3932160.0,0.7922753156721961,6.25,0.7922535211267545,0.281475,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,8139571.2,88473600.0,5529600.0,39321600.0,133324800.0,2841600000.0,15360000.0,629145600.0,3486105600.0,3627569971.2,3.6275699712
hires,2048,2048,128,128,11,32,4096,800.0,os,run_d4573c70e652,1f3e5b075723,bf3692243100,full,128,128,256,gaussian_k11,gaussian,16384,1,121,1982464,19044,16384,94895.0,93695.0,0.0,24293120.0,0.0,507510784,535953408.0,507510784.0,15859712.0,12582912.0,730210304.0,724992000.0,1024000.0,4194304.0,2.066278883611719,3.125,2.0662568306011093,0.569344,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,116727480.32000001,2537553920.0,79298560.0,62914560.0,2679767040.0,115998720000.0,163840000.0,671088640.0,116833648640.0,119630143160.32,119.63014316032
hires,2048,2048,128,128,11,32,4096,800.0,os,run_d4573c70e652,1f3e5b075723,bf3692243100,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,36576.0,36351.0,0.0,9363456.0,0.0,75497472,56885248.0,37748736.0,2359296.0,16777216.0,46481408.0,37888000.0,204800.0,8388608.0,0.7922753156721961,6.25,0.7922535211267545,0.569344,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,17364418.560000002,188743680.0,11796480.0,83886080.0,284426240.0,6062080000.0,32768000.0,1342177280.0,7437025280.0,7738815938.56,7.73881593856
