resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,total_cycles,total_stall_cycles,total_macs,total_sram_accesses,total_sram_ifmap_reads,total_sram_filter_reads,total_sram_ofmap_writes,total_dram_accesses,total_dram_ifmap_reads,total_dram_filter_reads,total_dram_ofmap_writes,energy_mac_pj,energy_sram_ifmap_pj,energy_sram_filter_pj,energy_sram_ofmap_pj,energy_sram_pj,energy_dram_ifmap_pj,energy_dram_filter_pj,energy_dram_ofmap_pj,energy_dram_pj,energy_total_pj,analytical_lower_bound_ms,energy_backend,sram_energy_source,sram_energy_table,sram_read_pj_per_byte,sram_write_pj_per_byte,sram_access_bytes,sram_technology_nm,sram_access_time_ns,sram_cycle_time_ns,sram_leakage_mw,sram_area_mm2,dram_read_pj_per_byte,dram_write_pj_per_byte,latency_ms,stall_pct,energy_total_mj,edp_mj_ms,average_power_w_at_30fps
hires,2048,2048,128,128,5,64,256,800.0,ws,8538624.0,0.0,180355072,155200256.0,142606336.0,11008.0,12582912.0,164749312.0,151552000.0,614400.0,12582912.0,41481666.56,939358630.7072,72510.52160000001,57986462.5152,997417603.7440001,24248320000.0,98304000.0,2013265920.0,26359889920.0,27398789190.304,0.044032,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,8.538624,0.0,27.398789190304,233.94795895127032,0.82196367570912
hires,2048,2048,128,128,5,64,1024,50.0,os,20957952.0,0.0,180355072,174784512.0,142606336.0,2818048.0,29360128.0,171763712.0,158617600.0,563200.0,12582912.0,41481666.56,1472185814.2208,29091907.1744,259814378.7008,1761092100.0960002,25378816000.0,90112000.0,2013265920.0,27482193920.0,29284767686.656,0.08388608,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,20.957952,0.0,29.284767686655996,613.7487555080874,0.87854303059968
hires,2048,2048,128,128,5,64,1024,50.0,ws,11153920.0,0.0,180355072,155200256.0,142606336.0,11008.0,12582912.0,194432512.0,181286400.0,563200.0,12582912.0,41481666.56,1472185814.2208,113640.2624,111349019.4432,1583648473.9264002,29005824000.0,90112000.0,2013265920.0,31109201920.0,32734332060.4864,0.08388608,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,11.15392,0.0,32.7343320604864,365.11612105610044,0.982029961814592
hires,2048,2048,128,128,5,64,1024,200.0,os,19296512.0,0.0,180355072,174784512.0,142606336.0,2818048.0,29360128.0,171866112.0,158720000.0,563200.0,12582912.0,41481666.56,1472185814.2208,29091907.1744,259814378.7008,1761092100.0960002,25395200000.0,90112000.0,2013265920.0,27498577920.0,29301151686.656,0.044032,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,19.296512,0.0,29.301151686656,565.4100251353777,0.8790345505996799
hires,2048,2048,128,128,5,64,1024,200.0,ws,9152512.0,0.0,180355072,155200256.0,142606336.0,11008.0,12582912.0,194547712.0,181401600.0,563200.0,12582912.0,41481666.56,1472185814.2208,113640.2624,111349019.4432,1583648473.9264002,29024256000.0,90112000.0,2013265920.0,31127633920.0,32752764060.4864,0.044032,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,9.152512,0.0,32.7527640604864,299.7700660967705,0.9825829218145921
hires,2048,2048,128,128,5,64,1024,800.0,os,18881280.0,0.0,180355072,174784512.0,142606336.0,2818048.0,29360128.0,172326912.0,159129600.0,614400.0,12582912.0,41481666.56,1472185814.2208,29091907.1744,259814378.7008,1761092100.0960002,25460736000.0,98304000.0,2013265920.0,27572305920.0,29374879686.656,0.044032,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,18.88128,0.0,29.374879686655998,554.6353283300641,0.8812463905996799
hires,2048,2048,128,128,5,64,1024,800.0,ws,8652288.0,0.0,180355072,155200256.0,142606336.0,11008.0,12582912.0,195059712.0,181862400.0,614400.0,12582912.0,41481666.56,1472185814.2208,113640.2624,111349019.4432,1583648473.9264002,29097984000.0,98304000.0,2013265920.0,31209553920.0,32834684060.4864,0.044032,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,8.652287999999999,0.0,32.8346840604864,284.09514288033773,0.985040521814592
hires,2048,2048,128,128,5,64,4096,50.0,os,21846528.0,0.0,180355072,174784512.0,142606336.0,2818048.0,29360128.0,155763712.0,142617600.0,563200.0,12582912.0,41481666.56,3006982940.2624,59421078.3232,504053943.50079995,3570457962.0864,22818816000.0,90112000.0,2013265920.0,24922193920.0,28534133548.6464,0.08388608,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,21.846528,0.0,28.534133548646402,623.371747526243,0.8560240064593919
hires,2048,2048,128,128,5,64,4096,50.0,ws,18399744.0,0.0,180355072,155200256.0,142606336.0,11008.0,12582912.0,496294912.0,483148800.0,563200.0,12582912.0,41481666.56,3006982940.2624,232113.5872,216023118.64319998,3223238172.4928,77303808000.0,90112000.0,2013265920.0,79407185920.0,82671905759.0528,0.08388608,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,18.399744,0.0,82.67190575905279,1521.141901958697,2.480157172771584
hires,2048,2048,128,128,5,64,4096,200.0,os,19518464.0,0.0,180355072,174784512.0,142606336.0,2818048.0,29360128.0,155789312.0,142643200.0,563200.0,12582912.0,41481666.56,3006982940.2624,59421078.3232,504053943.50079995,3570457962.0864,22822912000.0,90112000.0,2013265920.0,24926289920.0,28538229548.6464,0.044032,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,19.518463999999998,0.0,28.5382295486464,557.0224060689909,0.856146886459392
hires,2048,2048,128,128,5,64,4096,200.0,ws,10963968.0,0.0,180355072,155200256.0,142606336.0,11008.0,12582912.0,496371712.0,483225600.0,563200.0,12582912.0,41481666.56,3006982940.2624,232113.5872,216023118.64319998,3223238172.4928,77316096000.0,90112000.0,2013265920.0,79419473920.0,82684193759.0528,0.044032,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,10.963968,0.0,82.68419375905279,906.5468544800544,2.480525812771584
hires,2048,2048,128,128,5,64,4096,800.0,os,18936576.0,0.0,180355072,174784512.0,142606336.0,2818048.0,29360128.0,155942912.0,142745600.0,614400.0,12582912.0,41481666.56,3006982940.2624,59421078.3232,504053943.50079995,3570457962.0864,22839296000.0,98304000.0,2013265920.0,24950865920.0,28562805548.6464,0.044032,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,18.936576,0.0,28.562805548646402,540.8817380451643,0.8568841664593919
hires,2048,2048,128,128,5,64,4096,800.0,ws,9104896.0,0.0,180355072,155200256.0,142606336.0,11008.0,12582912.0,496525312.0,483328000.0,614400.0,12582912.0,41481666.56,3006982940.2624,232113.5872,216023118.64319998,3223238172.4928,77332480000.0,98304000.0,2013265920.0,79444049920.0,82708769759.0528,0.044032,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,9.104896,0.0,82.7087697590528,753.0547469441208,2.481263092771584
hires,2048,2048,128,128,5,128,256,50.0,os,156796160.0,138181888.0,180355072,173375488.0,142606336.0,1409024.0,29360128.0,7567987712.0,7554278400.0,1126400.0,12582912.0,41481666.56,939358630.7072,9281346.764800001,135301745.86879998,1083941723.3408003,1208684544000.0,180224000.0,2013265920.0,1210878033920.0,1212003457309.901,0.08388608,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,156.79616,88.12836232724067,1212.0034573099008,190037.48801291635,36.36010371929702
hires,2048,2048,128,128,5,128,256,50.0,ws,9438208.0,0.0,180355072,155200256.0,142606336.0,11008.0,12582912.0,164493312.0,150784000.0,1126400.0,12582912.0,41481666.56,939358630.7072,72510.52160000001,57986462.5152,997417603.7440001,24125440000.0,180224000.0,2013265920.0,26318929920.0,27357829190.304,0.08388608,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,9.438208,0.0,27.357829190304003,258.20888232656074,0.82073487570912
hires,2048,2048,128,128,5,128,256,200.0,os,45871360.0,27898112.0,180355072,173375488.0,142606336.0,1409024.0,29360128.0,7580813312.0,7567104000.0,1126400.0,12582912.0,41481666.56,939358630.7072,9281346.764800001,135301745.86879998,1083941723.3408003,1210736640000.0,180224000.0,2013265920.0,1212930129920.0,1214055553309.901,0.02097152,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,45.87136,60.81814884058375,1214.055553309901,55690.379345877656,36.421666599297026
hires,2048,2048,128,128,5,128,256,200.0,ws,8797184.0,0.0,180355072,155200256.0,142606336.0,11008.0,12582912.0,164749312.0,151040000.0,1126400.0,12582912.0,41481666.56,939358630.7072,72510.52160000001,57986462.5152,997417603.7440001,24166400000.0,180224000.0,2013265920.0,26359889920.0,27398789190.304,0.02097152,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,8.797184,0.0,27.398789190304,241.0321898843153,0.82196367570912
hires,2048,2048,128,128,5,128,256,800.0,os,18163456.0,350464.0,180355072,173375488.0,142606336.0,1409024.0,29360128.0,7606566912.0,7592755200.0,1228800.0,12582912.0,41481666.56,939358630.7072,9281346.764800001,135301745.86879998,1083941723.3408003,1214840832000.0,196608000.0,2013265920.0,1217050705920.0,1218176129309.901,0.011008,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,18.163456,1.9295006412876494,1218.176129309901,22126.288524970696,36.545283879297024
hires,2048,2048,128,128,5,128,256,800.0,ws,8636928.0,0.0,180355072,155200256.0,142606336.0,11008.0,12582912.0,165363712.0,151552000.0,1228800.0,12582912.0,41481666.56,939358630.7072,72510.52160000001,57986462.5152,997417603.7440001,24248320000.0,196608000.0,2013265920.0,26458193920.0,27497093190.304,0.011008,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,8.636928000000001,0.0,27.497093190304,237.49041409394596,0.82491279570912
hires,2048,2048,128,128,5,128,1024,50.0,os,19974912.0,0.0,180355072,173375488.0,142606336.0,1409024.0,29360128.0,172326912.0,158617600.0,1126400.0,12582912.0,41481666.56,1472185814.2208,14545953.5872,259814378.7008,1746546146.5088,25378816000.0,180224000.0,2013265920.0,27572305920.0,29360333733.0688,0.08388608,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,19.974912,0.0,29.360333733068803,586.4700826086809,0.8808100119920641
hires,2048,2048,128,128,5,128,1024,50.0,ws,11252224.0,0.0,180355072,155200256.0,142606336.0,11008.0,12582912.0,194995712.0,181286400.0,1126400.0,12582912.0,41481666.56,1472185814.2208,113640.2624,111349019.4432,1583648473.9264002,29005824000.0,180224000.0,2013265920.0,31199313920.0,32824444060.4864,0.08388608,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,11.252224,0.0,32.8244440604864,369.3479972440625,0.984733321814592
hires,2048,2048,128,128,5,128,1024,200.0,os,18313472.0,0.0,180355072,173375488.0,142606336.0,1409024.0,29360128.0,172429312.0,158720000.0,1126400.0,12582912.0,41481666.56,1472185814.2208,14545953.5872,259814378.7008,1746546146.5088,25395200000.0,180224000.0,2013265920.0,27588689920.0,29376717733.0688,0.02097152,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,18.313472,0.0,29.3767177330688,537.989697656459,0.8813015319920641
hires,2048,2048,128,128,5,128,1024,200.0,ws,9250816.0,0.0,180355072,155200256.0,142606336.0,11008.0,12582912.0,195110912.0,181401600.0,1126400.0,12582912.0,41481666.56,1472185814.2208,113640.2624,111349019.4432,1583648473.9264002,29024256000.0,180224000.0,2013265920.0,31217745920.0,32842876060.4864,0.02097152,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,9.250816,0.0,32.842876060486404,303.8234033463646,0.985286281814592
hires,2048,2048,128,128,5,128,1024,800.0,os,17898240.0,0.0,180355072,173375488.0,142606336.0,1409024.0,29360128.0,172941312.0,159129600.0,1228800.0,12582912.0,41481666.56,1472185814.2208,14545953.5872,259814378.7008,1746546146.5088,25460736000.0,196608000.0,2013265920.0,27670609920.0,29458637733.0688,0.011008,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,17.898239999999998,0.0,29.4586377330688,527.2577682195213,0.8837591319920641
hires,2048,2048,128,128,5,128,1024,800.0,ws,8750592.0,0.0,180355072,155200256.0,142606336.0,11008.0,12582912.0,195674112.0,181862400.0,1228800.0,12582912.0,41481666.56,1472185814.2208,113640.2624,111349019.4432,1583648473.9264002,29097984000.0,196608000.0,2013265920.0,31307857920.0,32932988060.4864,0.011008,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,8.750592,0.0,32.9329880604864,288.1831418581878,0.987989641814592
hires,2048,2048,128,128,5,128,4096,50.0,os,20863488.0,0.0,180355072,173375488.0,142606336.0,1409024.0,29360128.0,156326912.0,142617600.0,1126400.0,12582912.0,41481666.56,3006982940.2624,29710539.1616,504053943.50079995,3540747422.9248004,22818816000.0,180224000.0,2013265920.0,25012305920.0,28594535009.4848,0.08388608,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,20.863488,0.0,28.594535009484797,596.5817380359659,0.8578360502845439
hires,2048,2048,128,128,5,128,4096,50.0,ws,18498048.0,0.0,180355072,155200256.0,142606336.0,11008.0,12582912.0,496858112.0,483148800.0,1126400.0,12582912.0,41481666.56,3006982940.2624,232113.5872,216023118.64319998,3223238172.4928,77303808000.0,180224000.0,2013265920.0,79497297920.0,82762017759.0528,0.08388608,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,18.498048,0.0,82.7620177590528,1530.9357770838112,2.482860532771584
hires,2048,2048,128,128,5,128,4096,200.0,os,18535424.0,0.0,180355072,173375488.0,142606336.0,1409024.0,29360128.0,156352512.0,142643200.0,1126400.0,12582912.0,41481666.56,3006982940.2624,29710539.1616,504053943.50079995,3540747422.9248004,22822912000.0,180224000.0,2013265920.0,25016401920.0,28598631009.4848,0.02097152,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,18.535424000000003,0.0,28.598631009484798,530.0877515803488,0.857958930284544
hires,2048,2048,128,128,5,128,4096,200.0,ws,11062272.0,0.0,180355072,155200256.0,142606336.0,11008.0,12582912.0,496934912.0,483225600.0,1126400.0,12582912.0,41481666.56,3006982940.2624,232113.5872,216023118.64319998,3223238172.4928,77316096000.0,180224000.0,2013265920.0,79509585920.0,82774305759.0528,0.02097152,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,11.062272,0.0,82.7743057590528,915.6718849178085,2.483229172771584
hires,2048,2048,128,128,5,128,4096,800.0,os,17953536.0,0.0,180355072,173375488.0,142606336.0,1409024.0,29360128.0,156557312.0,142745600.0,1228800.0,12582912.0,41481666.56,3006982940.2624,29710539.1616,504053943.50079995,3540747422.9248004,22839296000.0,196608000.0,2013265920.0,25049169920.0,28631399009.4848,0.011008,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,17.953536,0.0,28.6313990094848,514.0348528471496,0.858941970284544
hires,2048,2048,128,128,5,128,4096,800.0,ws,9203200.0,0.0,180355072,155200256.0,142606336.0,11008.0,12582912.0,497139712.0,483328000.0,1228800.0,12582912.0,41481666.56,3006982940.2624,232113.5872,216023118.64319998,3223238172.4928,77332480000.0,196608000.0,2013265920.0,79542353920.0,82807073759.0528,0.011008,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,9.2032,0.0,82.8070737590528,762.0900612193147,2.4842122127715838
hires,2048,2048,128,128,7,8,256,50.0,os,45942784.0,0.0,281018368,307757056.0,243269632.0,35127296.0,29360128.0,555533312.0,542822400.0,128000.0,12582912.0,64634224.64000001,1602435311.2064002,231386133.2992,135301745.86879998,1969123190.3744,86851584000.0,20480000.0,2013265920.0,88885329920.0,90919087335.0144,4.390912,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,45.942784,0.0,90.91908733501441,4177.075990909703,2.727572620050432
hires,2048,2048,128,128,7,8,256,50.0,ws,38721792.0,0.0,281018368,289424128.0,243269632.0,17152.0,46137344.0,302598144.0,256332800.0,128000.0,46137344.0,64634224.64000001,1602435311.2064002,112981.5104,212617029.22239998,1815165321.9392,41013248000.0,20480000.0,7381975040.0,48415703040.0,50295502586.5792,4.390912,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,38.721792,0.0,50.295502586579204,1947.531989692982,1.508865077597376
hires,2048,2048,128,128,7,8,256,200.0,os,45301760.0,0.0,281018368,307757056.0,243269632.0,35127296.0,29360128.0,556480512.0,543744000.0,153600.0,12582912.0,64634224.64000001,1602435311.2064002,231386133.2992,135301745.86879998,1969123190.3744,86999040000.0,24576000.0,2013265920.0,89036881920.0,91070639335.0144,4.390912,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,45.30176,0.0,91.0706393350144,4125.6602462013825,2.7321191800504323
hires,2048,2048,128,128,7,8,256,200.0,ws,38029824.0,0.0,281018368,289424128.0,243269632.0,17152.0,46137344.0,303058944.0,256768000.0,153600.0,46137344.0,64634224.64000001,1602435311.2064002,112981.5104,212617029.22239998,1815165321.9392,41082880000.0,24576000.0,7381975040.0,48489431040.0,50369230586.5792,4.390912,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,38.029824,0.0,50.3692305865792,1915.5329742230235,1.511076917597376
hires,2048,2048,128,128,7,8,256,800.0,os,45141504.0,0.0,281018368,307757056.0,243269632.0,35127296.0,29360128.0,558579712.0,545587200.0,409600.0,12582912.0,64634224.64000001,1602435311.2064002,231386133.2992,135301745.86879998,1969123190.3744,87293952000.0,65536000.0,2013265920.0,89372753920.0,91406511335.0144,4.390912,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,45.141504,0.0,91.4065113350144,4126.227397055598,2.742195340050432
hires,2048,2048,128,128,7,8,256,800.0,ws,37856512.0,0.0,281018368,289424128.0,243269632.0,17152.0,46137344.0,304185344.0,257638400.0,409600.0,46137344.0,64634224.64000001,1602435311.2064002,112981.5104,212617029.22239998,1815165321.9392,41222144000.0,65536000.0,7381975040.0,48669655040.0,50549454586.5792,4.390912,accelergy,cacti,configs/cacti_sram_45nm.csv,6.5870750000000005,4.60835,4,45.0,1.14182,0.729013,270.818,0.82173726504,160.0,160.0,37.856512,0.0,50.5494545865792,1913.6260341502907,1.516483637597376
hires,2048,2048,128,128,7,8,1024,50.0,os,47303424.0,0.0,281018368,307757056.0,243269632.0,35127296.0,29360128.0,292186112.0,279475200.0,128000.0,12582912.0,64634224.64000001,2511375800.7296,362634005.7088,259814378.7008,3133824185.1392,44716032000.0,20480000.0,2013265920.0,46749777920.0,49948236329.7792,4.390912,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,47.303424,0.0,49.9482363297792,2362.722601159749,1.498447089893376
hires,2048,2048,128,128,7,8,1024,50.0,ws,41138432.0,0.0,281018368,289424128.0,243269632.0,17152.0,46137344.0,348409344.0,302144000.0,128000.0,46137344.0,64634224.64000001,2511375800.7296,177067.3856,408279737.9584,2919832606.0736003,48343040000.0,20480000.0,7381975040.0,55745495040.0,58729961870.7136,4.390912,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,41.138432,0.0,58.7299618707136,2416.058542780944,1.761898856121408
hires,2048,2048,128,128,7,8,1024,200.0,os,45641984.0,0.0,281018368,307757056.0,243269632.0,35127296.0,29360128.0,292390912.0,279654400.0,153600.0,12582912.0,64634224.64000001,2511375800.7296,362634005.7088,259814378.7008,3133824185.1392,44744704000.0,24576000.0,2013265920.0,46782545920.0,49981004329.7792,4.390912,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,45.641983999999994,0.0,49.981004329779196,2281.2321999237124,1.4994301298933759
hires,2048,2048,128,128,7,8,1024,200.0,ws,38633984.0,0.0,281018368,289424128.0,243269632.0,17152.0,46137344.0,348626944.0,302336000.0,153600.0,46137344.0,64634224.64000001,2511375800.7296,177067.3856,408279737.9584,2919832606.0736003,48373760000.0,24576000.0,7381975040.0,55780311040.0,58764777870.7136,4.390912,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,38.633984000000005,0.0,58.7647778707136,2270.3174880207034,1.762943336121408
hires,2048,2048,128,128,7,8,1024,800.0,os,45226752.0,0.0,281018368,307757056.0,243269632.0,35127296.0,29360128.0,293363712.0,280371200.0,409600.0,12582912.0,64634224.64000001,2511375800.7296,362634005.7088,259814378.7008,3133824185.1392,44859392000.0,65536000.0,2013265920.0,46938193920.0,50136652329.7792,4.390912,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,45.226752000000005,0.0,50.136652329779196,2267.517941029146,1.504099569893376
hires,2048,2048,128,128,7,8,1024,800.0,ws,38007808.0,0.0,281018368,289424128.0,243269632.0,17152.0,46137344.0,349650944.0,303104000.0,409600.0,46137344.0,64634224.64000001,2511375800.7296,177067.3856,408279737.9584,2919832606.0736003,48496640000.0,65536000.0,7381975040.0,55944151040.0,58928617870.7136,4.390912,accelergy,cacti,configs/cacti_sram_45nm.csv,10.323425,8.849225,4,45.0,2.03065,0.431177,1188.88,3.192179885,160.0,160.0,38.007808,0.0,58.9286178707136,2239.747593735451,1.7678585361214079
hires,2048,2048,128,128,7,8,4096,50.0,os,50205440.0,0.0,281018368,307757056.0,243269632.0,35127296.0,29360128.0,256000512.0,243289600.0,128000.0,12582912.0,64634224.64000001,5129559133.388801,740690650.7264,504053943.50079995,6374303727.616,38926336000.0,20480000.0,2013265920.0,40960081920.0,47399019872.256004,4.390912,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,50.205439999999996,0.0,47.399019872256005,2379.6886482553564,1.42197059616768
hires,2048,2048,128,128,7,8,4096,50.0,ws,44761344.0,0.0,281018368,289424128.0,243269632.0,17152.0,46137344.0,348268544.0,302003200.0,128000.0,46137344.0,64634224.64000001,5129559133.388801,361665.3568,792084768.3583999,5922005567.104,48320512000.0,20480000.0,7381975040.0,55722967040.0,61709606831.743996,4.390912,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,44.761344,0.0,61.709606831744,2762.2049395004433,1.8512882049523198
hires,2048,2048,128,128,7,8,4096,200.0,os,46367488.0,0.0,281018368,307757056.0,243269632.0,35127296.0,29360128.0,256090112.0,243353600.0,153600.0,12582912.0,64634224.64000001,5129559133.388801,740690650.7264,504053943.50079995,6374303727.616,38936576000.0,24576000.0,2013265920.0,40974417920.0,47413355872.256004,4.390912,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,46.367488,0.0,47.413355872256005,2198.43820944656,1.4224006761676802
hires,2048,2048,128,128,7,8,4096,200.0,ws,39539456.0,0.0,281018368,289424128.0,243269632.0,17152.0,46137344.0,348319744.0,302028800.0,153600.0,46137344.0,64634224.64000001,5129559133.388801,361665.3568,792084768.3583999,5922005567.104,48324608000.0,24576000.0,7381975040.0,55731159040.0,61717798831.743996,4.390912,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,39.539456,0.0,61.717798831744,2440.2881913245933,1.85153396495232
hires,2048,2048,128,128,7,8,4096,800.0,os,45408000.0,0.0,281018368,307757056.0,243269632.0,35127296.0,29360128.0,256499712.0,243507200.0,409600.0,12582912.0,64634224.64000001,5129559133.388801,740690650.7264,504053943.50079995,6374303727.616,38961152000.0,65536000.0,2013265920.0,41039953920.0,47478891872.256004,4.390912,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,45.407999999999994,0.0,47.47889187225601,2155.9215221354007,1.4243667561676803
hires,2048,2048,128,128,7,8,4096,800.0,ws,38233856.0,0.0,281018368,289424128.0,243269632.0,17152.0,46137344.0,348626944.0,302080000.0,409600.0,46137344.0,64634224.64000001,5129559133.388801,361665.3568,792084768.3583999,5922005567.104,48332800000.0,65536000.0,7381975040.0,55780311040.0,61766950831.743996,4.390912,accelergy,cacti,configs/cacti_sram_45nm.csv,21.085900000000002,17.167975,4,45.0,3.18224,0.795423,4302.53,11.948249145600002,160.0,160.0,38.233855999999996,0.0,61.766950831744,2361.58870365998,1.8530085249523198
